title,company,salary,description,openings,experience,education,englishlevel,gender,address,Education,English Level,Experience,Gender,Address
Tele Callers,Prime City Ventures Private Limited,"15,000
						-
						325,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Female Only,"Raja St, Pondy Bazaar, Parthasarathi Puram, T. Nagar, Chennai, Tamil Nadu 600017, India, Tamil Nadu - 600001"
(Saudi Arabia) Business Development Executive,J.K.Tech Services,"88,800
						-
						155,400 ",,10,,,,,e,Graduate,Fluent English,Min. 3 Years,Both,"Hyderabad, Hyderabad, Telangana - 500001"
(Saudi Arabia) Business Development Executive,J.K. Tech Services,"88,800
						-
						155,400 ",,10,,,,,e,Graduate,Fluent English,Min. 3 Years,Both,"Hyderabad, Hyderabad, Telangana - 500001"
(Saudi Arabia) Business Development Executive,J.K. Tech Services,"88,800
						-
						155,400 ",,10,,,,,e,Graduate,Fluent English,Min. 3 Years,Both,"Hyderabad, Hyderabad, Telangana - 500001"
(Saudi Arabia) Business Development Executive,J.K. Tech Services,"88,800
						-
						155,400 ",,10,,,,,e,Graduate,Fluent English,Min. 3 Years,Both,"Hyderabad, Hyderabad, Telangana - 500001"
(Saudi Arabia) Business Development Executive,J.K. Tech Services,"88,800
						-
						155,400 ",,10,,,,,e,Graduate,Fluent English,Min. 3 Years,Both,"Hyderabad, Hyderabad, Telangana - 500001"
(USA) J1 Hospitality-Trainee,Magic Billion,"95,616
						-
						159,360 ",,10,,,,,e,Graduate,Fluent English,Min. 1 Years,Both,"Delhi-NCR, Delhi-NCR, Delhi - 110001"
Business Development Manager,SBI LIFE Insurance company,"15,000
						-
						90,000 ",,50,,,,,e,12th Pass,Good English,Freshers only,Both,"Kalighat, Kolkata, West Bengal, India, Rash Behari, Kolkata, West Bengal - 700080"
Hair Transplant Surgeon,Hairs Regrowth Clinic,"40,000
						-
						60,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Both,"G3S CINEMAS, Garg Trade Centre, Plot no-6, Sector 11, Rohini, New Delhi, Delhi 110085, India, Rithala, Delhi-NCR - 110001"
Canada- Project Manager - Electricals,AP Global Services Pvt. ltd.,"208,333
						-
						291,667 ",,10,,,,,e,Graduate,Fluent English,Min. 10 Years,Both,"Bengaluru, Bengaluru, Karnataka - 560001"
Resident Medical Officer/MD,Career & Courses,"140,000
						-
						150,000 ",,10,,,,,e,Post Graduate,Fluent English,Min. 5 Years,Both,"7/2/1, Mackenzie Ln, near GST Office, Babudanga, Mali Panchghara, Howrah, West Bengal 711101, Howrah, Kolkata, West Bengal - 700080"
Telecaller Outbound,Kartzhub Innovations Private Limited,"216,000
						-
						240,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Female Only,"Ramalayam Rd, Laxmi Cyber City, Whitefields, HITEC City, Hyderabad, Telangana 500081, India, Kondapur, Hyderabad, Telangana - 500001"
Faculty,Shinde IITian's Academy,"30,000
						-
						60,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Both,"Nana Saheb Peshwa Rd, Parvati Gaon, Parvati Paytha, Pune, Maharashtra 411009, India, Bharti Vidyapeeth Police Chowki, Pune, Maharashtra - 411002"
Lead Generator (Export Department),Deco Mica,"240,000
						-
						360,000 ",,10,,,,,e,Graduate,Good English,Min. 2 Years,Male Only,"Star Bazaar, Prernatirth Derasar Rd, near Hotel Maan Residency, Satellite, Ahmedabad, Gujarat 380015, India, Jodhpur Cross Road, Ahmedabad, Gujarat - 380001"
Marketing Manager,Sellpro Commerce Private Limited,"400,000
						-
						600,000 ",,10,,,,,e,Graduate,Fluent English,Min. 3 Years,Both,"40072, Saki Naka, Mumbai, Maharashtra - 400076"
Senior Full Stack Developer,Pandey All In One Services Private Limited,"500,000
						-
						700,000 ",,10,,,,,e,Graduate,Good English,Min. 3 Years,Both,"B-3 Semi Basement Regent Tower, Race Course Circle, Vadodara - 390007 Gujarat, India, Race Course, Vadodara, Gujarat - 300018"
Germany-Principal Scientist Med Chemistry,AP Global Services Pvt. ltd.,"458,333
						-
						541,667 ",,10,,,,,e,Graduate,Fluent English,Min. 10 Years,Both,"Bengaluru, Bengaluru, Karnataka - 560001"
Sales Manager,Hdfc Life Insurance Company Limited,"350,000
						-
						552,000 ",,10,,,,,e,Graduate,Thoda English,Min. 2 Years,Both,"Visakhapatnam, Visakhapatnam, Andhra Pradesh - 500020"
Digital Marketing Head,Mindspace Outsourcing Services Pvt. Ltd,"300,000
						-
						600,000 ",,10,,,,,e,Graduate,Good English,Min. 2 Years,Both,"247, Second floor , Manish Mansion, Adarsh Nagar , Frontier Colony, Moti Dungri, Jaipur, Rajasthan - 302001"
Australia- Business Intelligence Analysts,AP Global Services Pvt. ltd.,"416,667
						-
						500,000 ",,10,,,,,e,Graduate,Fluent English,Min. 5 Years,Both,"Bengaluru, Bengaluru, Karnataka - 560001"
Relationship Manager,Mahindra Holidays And Resorts India Limited,"500,000
						-
						720,000 ",,10,,,,,e,Graduate,Fluent English,Min. 2 Years,Both,"Guru Hargovindji Rd, Chakala, Andheri East, Mumbai, Maharashtra 400093, India, Maharashtra - 400076"
(Australia) Construction Project Manager,AP Global Services Pvt. ltd.,"458,333
						-
						791,667 ",,10,,,,,e,Graduate,Fluent English,Min. 5 Years,Both,"Bengaluru, Bengaluru, Karnataka - 560001"
(UAE) Fusion HCM Techno-Functional,Salesman Corporation Private Limited Opc,"900,000
						-
						999,999 ",,10,,,,,e,Graduate,Fluent English,Min. 5 Years,Both,"Lucknow, Lucknow, Uttar Pradesh - 226001"
Python Developer,Converse Placement Services,"100,000
						-
						900,000 ",,10,,,,,e,Graduate,Good English,Min. 5 Years,Both,"DLF SEZ IT Park, Tower 1B, Level 1-5, 1/124, Shivaji Garden, Manapakkam, Mount Poonamalle Road, Chennai, Tamil Nadu 600089, Mount Road, Chennai, Tamil Nadu - 600001"
Civil Engineer,Amit Colonizers,"600,000
						-
						900,000 ",,10,,,,,e,Diploma,No English,Min. 10 Years,Male Only,"401,4 floor shyam anukampa opp yes bank ahinsa circle c scheme, C-Scheme, Jaipur, Rajasthan - 302001"
UI / UX Designer,Fluid Touch Private Limited,"500,000
						-
						900,000 ",,10,,,,,e,Graduate,Fluent English,Min. 3 Years,Both,"Chhota Anjaiah Nagar, Gachibowli, Hyderabad, Telangana 500032, India, Vinayak Nagar, Hyderabad, Telangana - 500001"
Real Estate Sales General Manager,Utl Homes Private Limited,"40,000
						-
						90,000 ",,10,,,,,e,Graduate,No English,Min. 5 Years,Male Only,"Plot No 22, Sector 135, Noida, Uttar Pradesh 201304, India, Noida Sector 142, Delhi-NCR, Delhi - 110001"
Digital Marketing Manager,Foundry Consultancy,"20,000
						-
						50,000 ",,10,,,,,e,Graduate,Fluent English,Min. 3 Years,Both,"JSK building, Boring Rd, in front of canara bank, near A. N. College, Sri Krishna Puri, Patna, Bihar 800013, Boring Road, Patna, Bihar - 800001"
Saudi Arabia- Pilot,AP Global Services Pvt. ltd.,"7,083,333
						-
						7,500,000 ",,10,,,,,e,Graduate,Fluent English,Min. 5 Years,Both,"Bengaluru, Bengaluru, Karnataka - 560001"
Software Developer,Shaural Info Tech,"15,000
						-
						90,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Both,"702-703, Iscon Atria No 1, Opposite GETRI, Gotri Rd, Gotri, Vadodara, Gujarat 390021, Gujarat - 300018"
Pricing Manager Cum Executive,Belgod Marine Services,"50,000
						-
						90,000 ",,10,,,,,e,Graduate,Thoda English,Min. 3 Years,Both,"315 , Skylark building plot No: 63, Sector 11, Navi Mumbai, Maharashtra -400614, Belapur, Mumbai, Maharashtra - 400076"
Senior VueJS Developer,Livekeeping Technologies,"40,000
						-
						90,000 ",,10,,,,,e,Graduate,Good English,Min. 5 Years,Both,"Assotech Business Cresterra, Sector-135,Noida, Noida Sector 137, Delhi-NCR, Delhi - 110001"
Software Developer,Goyani Technologies,"10,000
						-
						90,000 ",,5,,,,,e,Graduate,Thoda English,Min. 1 Years,Both,"A-703/704, Mangadh Chowk, Mini Bazar, Kodiyar Nagar, Surat, Gujarat 395006, India, Nana Varachha, Surat, Gujarat - 395003"
Corporate Tie Ups Executive,RoadPoint,"50,000
						-
						90,000 ",,10,,,,,e,Post Graduate,Fluent English,Min. 5 Years,Both,"249/A, Okhla Phase III, Okhla Industrial Estate, New Delhi, Delhi 110020, India, Okhla NSIC, Delhi-NCR - 110001"
Android Developer,Neuvar Consulting,"30,000
						-
						91,000 ",,10,,,,,e,Graduate,Good English,Freshers can apply,Female Only,"D Block, Sector 63, Noida, Uttar Pradesh 201301, India, Noida Electronic City, Delhi-NCR, Delhi - 110001"
Graphic Designer Intern,The Design Circle,"15,000
						-
						40,000 ",,10,,,,,e,12th Pass,Good English,Freshers can apply,Both,"Galleria Market, DLF Phase IV, Sector 28, Gurugram, Haryana 122022, India, Iffco Chowk Gurgaon, Delhi-NCR, Delhi - 110001"
Delivery Boy,Zepto,"35,000
						-
						45,000 ",,200,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Valasaravakkam, Chennai, Tamil Nadu - 600001"
Delivery Boy,Swiggy,"14,000
						-
						55,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"143a, Lattice Brg Rd, Indira Nagar, Thiruvanmiyur, Chennai, Tamil Nadu 600041, India, Indira Nagar, Chennai, Tamil Nadu - 600001"
Financial Advisor,Max Life Insurance,"20,000
						-
						45,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Puducherry, Puducherry, Puducherry - 605001"
Chemistry Lecturer,PhysicsWallah,"60,000
						-
						90,000 ",,10,,,,,e,Post Graduate,Good English,Min. 3 Years,Both,"https://goo.gl/maps/YGHB7qNqgA4PgJUE9, HSR Layout, Bengaluru, Karnataka - 560001"
Back Office Coordinator,Bharti Axa Life Insurance Company Limited,"30,000
						-
						60,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"19, Jawaharlal Nehru Rd, New Market Area, Dharmatala, Taltala, Kolkata, West Bengal 700087, India, Dum Dum, Kolkata, West Bengal - 700080"
Life Insurance Advisor,Kotak Life Insurance,"18,000
						-
						80,000 ",,51,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"Kalikapur, Haltu, Kolkata, West Bengal 700099, India, Kalikapur, Sonarpur, Kolkata, West Bengal - 700080"
Food Delivery Boy,Zomato,"30,000
						-
						46,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Aundh, Pune, Maharashtra, India, Shopper Shop, Pune, Maharashtra - 411002"
Food Delivery Biker,Zomato,"20,000
						-
						45,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Vidhan Sabha Rd, beside level 3 restaurant, Barauda, Chhattisgarh 493111, India, Vidhan Sabha Marg, Raipur, Chhattisgarh - 490042"
Inside Sales Executive,Kotak Life Insurance,"18,000
						-
						80,000 ",,51,,,,,e,Graduate,Good English,Freshers can apply,Both,"Sealdah Commercial Complex, Sealdah Flyover, NAWAB SOAP BUILDING, Sealdah, Raja Bazar, Kolkata, West Bengal 700014, India, Sealdah, Kolkata, West Bengal - 700080"
Sales & Marketing Executive,Parshva Gems,"25,000
						-
						80,000 ",,1,,,,,e,Graduate,Fluent English,Min. 1 Years,Both,"112 Shasvat Apartment, Pipla Sheri, Diamond Market, near L B, char rasta, Mahidharpura, Haripura, Surat, Gujarat 395003, India, Mahidharpura, Surat, Gujarat - 395003"
Civil Engineer,M/s Niranjan Rai,"30,000
						-
						80,000 ",,10,,,,,e,Graduate,Thoda English,Min. 5 Years,Male Only,"Ranchi, Ranchi, Jharkhand - 834001"
Senior Sales Manager,Basil Avante Llp,"20,000
						-
						130,000 ",,10,,,,,e,Graduate,Thoda English,Min. 3 Years,Both,"no 13, Pandhare Wasti Rd, Kate Wasti, Punawale, Pimpri-Chinchwad, Maharashtra 411033, India, Punawale Corner, Pune, Maharashtra - 411002"
Food Delivery Boy,Zomato,"30,000
						-
						46,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"MP Nagar, Bhopal, Madhya Pradesh, India, Madhya Pradesh - 462001"
Manager,Luxmi Shoes,"25,000
						-
						80,000 ",,10,,,,,e,Graduate,Fluent English,Freshers can apply,Female Only,"Bahadurgarh Bypass, Sector 17, Haryana, India, Bahadurgarh, Delhi-NCR, Delhi - 110001"
Food Delivery Biker,Zomato,"30,000
						-
						46,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Palam Vihar, Gurugram, Haryana, India, Palam Vihar Gurgaon, Delhi-NCR, Delhi - 110001"
Chartered Accountant,Emerald Homedevelopers,"60,000
						-
						80,000 ",,10,,,,,e,Post Graduate,Good English,Min. 5 Years,Male Only,"Sector 79 Faridabad, Faridabad, Delhi-NCR, Delhi - 110001"
Software Developer,BMRC Geomining Solutions,"70,000
						-
						90,000 ",,10,,,,,e,Graduate,Fluent English,Min. 3 Years,Both,"Prachi Enclave Rd, District Center, Chandrasekharpur, Bhubaneswar, Odisha 751016, India, Odisha - 750017"
Financial Advisor,Hdfc Life Insurance Company Limited,"10,000
						-
						60,000 ",,10,,,,,e,Graduate,Thoda English,Min. 6.0 months,Both,"Four Mangoe Lane, Baretto Lane, Chowringhee North, Bow Barracks, Calcutta, West Bengal, India, Bow Barracks, Kolkata, West Bengal - 700080"
Channel Sales Manager,Marixn Technologies,"30,000
						-
						90,000 ",,10,,,,,e,Post Graduate,Thoda English,Min. 3 Years,Male Only,"Kudlu Gate, Bengaluru, Karnataka 560068, India, Bommanahalli, Bengaluru, Karnataka - 560001"
Physiotherapist,M/s BM Rehab,"15,000
						-
						80,000 ",,6,,,,,e,Graduate,Fluent English,Freshers can apply,Both,"8-7-5/6, Srimukhi Complex, Nagrjuna sagar road, Hyderabad, Rangareddy dist., Hastinapuram, Hyderabad, Telangana - 500001"
Business Development Associate,Bajaj Allianz Life Insurance Company Limited,"19,000
						-
						90,000 ",,4,,,,,e,Graduate,Thoda English,Freshers only,Both,"Delhi-NCR, Delhi-NCR, Delhi - 110001"
Food Delivery Biker,Zomato,"30,000
						-
						46,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Alaknanda Nagar Road, Alaknanda Nagar, Ujjain, Madhya Pradesh, India, Prabhu Nagar, Ujjain, Madhya Pradesh - 456001"
Delivery Boy,Zepto,"35,000
						-
						45,000 ",,200,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Tambaram East, Chennai, Tamil Nadu - 600001"
Delivery Boy,Whizzy Logistics,"30,000
						-
						45,000 ",,20,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Mogalivakkam, Chennai, Tamil Nadu - 600001"
HR Executive,Property Care,"50,000
						-
						80,000 ",,10,,,,,e,Post Graduate,Fluent English,Min. 3 Years,Female Only,"Arcadia, S City Rd, South City II, Sector 49, Gurugram, Haryana 122018, India, Sector 39/45 Gurgaon, Delhi-NCR, Delhi - 110001"
Operations Team Lead,Physiox Private Limited,"8,000
						-
						90,000 ",,10,,,,,e,Graduate,Fluent English,Freshers can apply,Both,"Lucknow, Lucknow, Uttar Pradesh - 226001"
Food Delivery Biker,Zomato,"20,000
						-
						45,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Kandivali, Mumbai. Detailed Address Will Be Shared On Call., Maharashtra - 400076"
Project manager,Shell N Tube Pvt Ltd,"50,000
						-
						80,000 ",,10,,,,,e,Diploma,Good English,Min. 10 Years,Male Only,"Gulmohar Orchids, Bibwewadi Kondhwa Rd, Sahaney Sujan Park, Lullanagar, Pune, Maharashtra 411040, India, Lulla Nagar Corner, Pune, Maharashtra - 411002"
Delivery Executive,Zomato,"20,000
						-
						45,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"425 Summeru Business Corner B/H Rajhans Cinema, Pal, Adajan Gam, Adajan, Surat, Gujarat 395009, India, Gujarat - 395003"
Finance Manager,Kotak Life Insurance,"35,000
						-
						70,000 ",,10,,,,,e,12th Pass,Thoda English,Freshers can apply,Both,"69, Ganesh Chandra Ave, Chandni Chawk, Bowbazar, Kolkata, West Bengal 700013, India, Salt Lake, Kolkata, West Bengal - 700080"
Food Delivery Boy,Zomato,"30,000
						-
						46,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Talegaon, Pune, Maharashtra, India, Maharashtra - 411002"
Customer Care Executive,Reliance Nippon Life Insurance Company Limited,"30,000
						-
						60,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Both,"23, Gariahat Rd, Dhakuria, South End Park, Gariahat, Kolkata, West Bengal 700019, India, Tollygunge, Kolkata, West Bengal - 700080"
Delivery Boy Biker,Zepto,"30,000
						-
						40,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Nanganallur, Chennai, Tamil Nadu - 600001"
Food Delivery Biker,Zomato,"20,000
						-
						45,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Andheri, Mumbai. Detailed Address Will Be Shared On Call., Maharashtra - 400076"
Food Delivery Boy,Zomato,"30,000
						-
						46,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Hatma, Ranchi, Jharkhand, India, Jawahar Nagar , Ranchi, Jharkhand - 834001"
Delivery Boy,Whizzy Logistics,"35,000
						-
						40,000 ",,150,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Jayanagar, Bengaluru, Karnataka - 560001"
Food Delivery Biker,Zomato,"30,000
						-
						46,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Dadar West, Mumbai, Maharashtra, India, Maharashtra - 400076"
Area Sales Manager,Mitraj Business,"30,000
						-
						40,000 ",,10,,,,,e,Graduate,Good English,Min. 1 Years,Male Only,"Bhopal, Bhopal, Madhya Pradesh - 462001"
Delivery Executive,Zomato,"20,000
						-
						45,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Navale resistance C 11 pimple saudagar, Pimple Saudagar, Pune, Maharashtra - 411002"
Delivery Boy Biker,Big Ebasket Retail,"35,000
						-
						70,000 ",,10,,,,,e,10th or Below 10th,Thoda English,Freshers can apply,Male Only,"Sarjpur, Bengaluru, Karnataka - 560001"
Software Sales Executive,Reliable Services,"15,000
						-
						95,000 ",,10,,,,,e,Graduate,Good English,Min. 2 Years,Both,"Indore, Indore, Madhya Pradesh - 451010"
Facility Manager,Exito Facility Management,"20,000
						-
						40,000 ",,10,,,,,e,Diploma,Thoda English,Min. 1 Years,Male Only,"Ahmedabad, Ahmedabad, Gujarat - 380001"
Service Coordinator,Reliance Nippon Life Insurance Company Limited,"30,000
						-
						60,000 ",,10,,,,,e,Graduate,Thoda English,Freshers can apply,Both,"23, Gariahat Rd, Dhakuria, South End Park, Gariahat, Kolkata, West Bengal 700019, India, Barasat, Kolkata, West Bengal - 700080"
Food Delivery Biker,Zomato,"30,000
						-
						46,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"4419, Panchavati Chambers, Old, Market Yard Rd, Dindori Naka, Panchavati, Nashik, Maharashtra 422003, India, Maharashtra - 420003"
ITI Franchisee Owner,AK Devloper,"50,000
						-
						240,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Both,"Ranchi, Ranchi, Jharkhand - 834001"
Senior Developer (Backend),Inmuto Consulting,"80,000
						-
						90,000 ",,10,,,,,e,Graduate,Thoda English,Min. 3 Years,Both,"2316 16th cross, 27th Main Rd, 1st Sector, HSR Layout, Bengaluru, Karnataka 560102, India, Karnataka - 560001"
PHP Developer,Nowofloan,"40,000
						-
						80,000 ",,10,,,,,e,Graduate,Good English,Min. 2 Years,Both,"Surat, Surat, Gujarat - 395003"
Business Development Executive (Software),Gangatara Technologies,"8,000
						-
						81,000 ",,10,,,,,e,Graduate,Good English,Min. 1 Years,Both,"Vijay Nagar, Indore, Madhya Pradesh 452010, India, Madhya Pradesh - 451010"
Senior Software Developer,Indication Instruments Ltd ( Veethree ),"30,000
						-
						85,000 ",,10,,,,,e,Graduate,Good English,Min. 3 Years,Both,"19, Sector 6, Faridabad, Haryana 121006, India, Faridabad, Delhi-NCR, Delhi - 110001"
Resident Medical Officer,Career & Courses,"70,000
						-
						80,000 ",,10,,,,,e,Post Graduate,Fluent English,Min. 5 Years,Both,"7/2/1, Mackenzie Ln, near GST Office, Babudanga, Mali Panchghara, Howrah, West Bengal 711101, Howrah, Kolkata, West Bengal - 700080"
Fashion Designer,Conscious Foundation,"50,000
						-
						80,000 ",,10,,,,,e,Graduate,Good English,Min. 3 Years,Both,"Sanganer, Jaipur, Rajasthan, India, Rajasthan - 302001"
Delivery Boy Biker,Zepto,"35,000
						-
						45,000 ",,10,,,,,e,10th or Below 10th,No English,Freshers can apply,Male Only,"Pallavaram, Chennai, Tamil Nadu - 600001"
React Js Developer,Splus AI,"10,000
						-
						90,000 ",,5,,,,,e,Graduate,Thoda English,Freshers can apply,Both,"322,Kasturi pride Business Center, S P Ring Road, opp. Torrent Power House, Nikol, Ahmedabad, Gujarat 382350, Nikol Road, Ahmedabad, Gujarat - 380001"
